[25, 0.625, 0.2, [1, 3]]
0;[3, 77];[2, 14];[3, 221];[3, 86];[3, 71];[3, 95];[3, 49];[3, 33];[3, 86];[3, 104];[3, 79];[3, 55];[4, 174];[3, 47];[3, 306];[3, 35];[3, 17];[3, 211];[2, 115];[3, 49];[3, 80];[4, 74];[2, 22];[3, 245];[3, 41];
235;[7, 403];[11, 192];[5, 49];[7, 139];[5, 124];[11, 424];[2, 30];[9, 231];[3, 93];[6, 88];[6, 443];[1, 8];[8, 109];[5, 138];[5, 54];[6, 22];[4, 307];[4, 43];[2, 106];[7, 50];[5, 70];[3, 43];[7, 70];[3, 75];[2, 25];
236;[7, 333];[11, 192];[6, 130];[7, 139];[5, 124];[11, 424];[1, 26];[9, 227];[2, 61];[6, 75];[6, 443];[1, 8];[8, 109];[5, 138];[5, 98];[6, 22];[4, 251];[4, 63];[2, 106];[7, 50];[5, 102];[3, 43];[7, 70];[3, 75];[3, 18];
237;[7, 333];[11, 192];[7, 253];[7, 139];[5, 124];[11, 424];[1, 48];[9, 138];[2, 31];[6, 138];[5, 105];[1, 8];[8, 109];[5, 51];[5, 98];[6, 22];[4, 362];[4, 70];[2, 106];[7, 50];[5, 102];[3, 43];[7, 70];[3, 75];[3, 18];
238;[6, 283];[11, 192];[7, 253];[7, 139];[5, 124];[11, 424];[1, 7];[9, 138];[2, 31];[6, 138];[5, 105];[2, 56];[8, 109];[5, 51];[5, 98];[6, 22];[5, 365];[4, 54];[2, 106];[7, 50];[5, 84];[3, 43];[7, 70];[3, 30];[3, 154];
239;[6, 283];[11, 192];[7, 253];[7, 139];[5, 124];[11, 424];[1, 10];[9, 138];[2, 31];[6, 138];[4, 119];[2, 56];[8, 133];[5, 51];[6, 60];[6, 77];[4, 171];[4, 54];[2, 8];[7, 50];[5, 268];[3, 43];[7, 70];[3, 126];[3, 154];
240;[5, 329];[11, 161];[7, 253];[7, 139];[5, 124];[11, 179];[1, 10];[9, 352];[2, 31];[6, 138];[4, 119];[2, 3];[8, 261];[5, 51];[6, 66];[6, 77];[4, 171];[4, 54];[2, 8];[7, 50];[5, 262];[3, 33];[7, 70];[3, 126];[3, 77];
241;[5, 308];[11, 161];[8, 349];[7, 107];[5, 124];[11, 179];[1, 10];[9, 352];[2, 31];[6, 138];[4, 119];[2, 3];[8, 261];[5, 51];[6, 161];[6, 77];[4, 171];[5, 76];[2, 12];[7, 50];[5, 260];[3, 33];[7, 96];[3, 126];[3, 41];
242;[5, 308];[11, 161];[8, 348];[7, 154];[5, 124];[11, 179];[1, 10];[9, 352];[2, 31];[6, 138];[3, 39];[2, 3];[8, 123];[5, 51];[6, 161];[6, 77];[4, 108];[4, 70];[3, 68];[7, 142];[5, 260];[3, 33];[7, 96];[3, 103];[3, 46];
243;[4, 258];[10, 194];[8, 339];[7, 154];[5, 124];[11, 179];[1, 10];[9, 356];[2, 31];[6, 138];[3, 39];[2, 3];[8, 137];[5, 276];[6, 161];[6, 77];[5, 117];[4, 70];[3, 64];[7, 142];[5, 62];[3, 33];[7, 96];[3, 103];[3, 46];
244;[4, 254];[10, 191];[8, 339];[7, 154];[5, 124];[11, 179];[1, 10];[9, 391];[2, 31];[6, 138];[3, 228];[2, 6];[8, 137];[5, 276];[6, 146];[6, 77];[5, 117];[4, 36];[3, 43];[7, 142];[5, 49];[3, 33];[7, 96];[3, 103];[3, 46];
245;[4, 254];[10, 191];[8, 349];[7, 154];[6, 127];[11, 126];[1, 10];[9, 198];[2, 31];[6, 138];[3, 208];[2, 39];[8, 137];[5, 276];[6, 146];[6, 77];[5, 117];[4, 36];[3, 39];[7, 142];[4, 56];[3, 33];[7, 96];[3, 103];[3, 39];
246;[4, 254];[9, 166];[7, 312];[7, 154];[6, 127];[11, 126];[1, 8];[9, 198];[2, 25];[6, 138];[3, 208];[2, 39];[8, 167];[5, 276];[6, 146];[6, 77];[5, 117];[4, 36];[4, 81];[7, 162];[4, 56];[3, 60];[7, 96];[3, 109];[3, 39];
247;[4, 254];[9, 110];[7, 312];[7, 154];[6, 127];[11, 126];[1, 45];[9, 198];[2, 25];[6, 138];[3, 208];[2, 36];[8, 167];[5, 276];[6, 146];[6, 77];[5, 117];[4, 36];[4, 81];[7, 180];[4, 40];[3, 60];[8, 139];[3, 97];[3, 87];
248;[4, 254];[9, 110];[7, 512];[7, 154];[6, 127];[11, 126];[1, 45];[9, 167];[2, 25];[6, 138];[3, 67];[2, 36];[8, 186];[5, 65];[6, 146];[6, 77];[5, 117];[4, 30];[4, 81];[7, 1421];[4, 40];[3, 60];[8, 143];[3, 97];[3, 87];
249;[4, 254];[9, 110];[7, 512];[7, 154];[6, 85];[11, 126];[1, 23];[9, 167];[2, 27];[6, 138];[3, 67];[1, 24];[8, 91];[5, 65];[6, 152];[6, 77];[6, 184];[4, 86];[4, 81];[7, 1421];[4, 40];[3, 124];[8, 143];[3, 97];[3, 87];
250;[4, 254];[9, 110];[7, 397];[7, 154];[6, 151];[11, 159];[1, 23];[9, 167];[2, 84];[6, 138];[3, 67];[1, 24];[8, 91];[5, 65];[7, 365];[6, 77];[6, 178];[4, 105];[4, 81];[7, 1421];[4, 40];[3, 124];[8, 136];[2, 11];[3, 67];
251;[4, 83];[9, 110];[7, 397];[7, 109];[6, 151];[11, 159];[1, 84];[9, 167];[2, 84];[6, 138];[3, 1114];[1, 24];[7, 281];[4, 55];[7, 111];[6, 77];[6, 178];[4, 141];[4, 81];[7, 348];[4, 40];[3, 124];[8, 136];[2, 11];[3, 67];
252;[4, 66];[9, 110];[7, 397];[7, 109];[6, 112];[11, 159];[1, 84];[9, 167];[2, 84];[6, 138];[3, 1122];[1, 84];[7, 281];[4, 55];[6, 62];[6, 77];[6, 178];[4, 141];[4, 70];[7, 348];[4, 59];[4, 132];[8, 136];[2, 22];[3, 67];
253;[4, 66];[9, 110];[7, 416];[7, 109];[6, 108];[11, 159];[1, 84];[9, 178];[2, 84];[6, 138];[3, 1150];[1, 84];[7, 320];[4, 55];[6, 62];[6, 23];[6, 138];[3, 129];[4, 70];[7, 327];[4, 59];[4, 132];[8, 136];[2, 22];[3, 67];
254;[4, 139];[9, 110];[7, 416];[7, 114];[6, 132];[11, 159];[1, 3];[9, 178];[2, 59];[6, 1144];[3, 73];[1, 84];[7, 320];[4, 55];[6, 62];[6, 23];[6, 138];[3, 129];[4, 65];[7, 327];[4, 59];[4, 149];[8, 136];[3, 23];[3, 67];
255;[5, 155];[9, 110];[7, 416];[7, 114];[6, 130];[11, 198];[1, 3];[9, 178];[2, 18];[6, 1144];[3, 73];[1, 84];[7, 320];[4, 48];[6, 76];[6, 23];[6, 133];[3, 129];[4, 65];[7, 327];[4, 72];[4, 95];[8, 235];[3, 23];[3, 50];
256;[5, 155];[9, 127];[7, 416];[7, 114];[6, 93];[11, 198];[1, 3];[9, 178];[2, 18];[6, 1144];[3, 73];[1, 84];[6, 261];[4, 110];[6, 76];[5, 69];[6, 133];[4, 304];[4, 65];[7, 280];[4, 75];[3, 109];[8, 261];[2, 10];[3, 50];
257;[5, 155];[8, 126];[7, 343];[7, 114];[6, 93];[11, 198];[1, 3];[9, 178];[2, 18];[6, 1144];[3, 73];[1, 7];[6, 252];[4, 109];[6, 76];[5, 107];[6, 133];[4, 292];[4, 65];[7, 280];[4, 75];[3, 109];[7, 255];[2, 10];[3, 50];
258;[5, 90];[8, 138];[7, 343];[7, 114];[6, 93];[11, 198];[1, 3];[9, 168];[2, 18];[6, 1193];[3, 73];[1, 7];[6, 64];[4, 109];[6, 76];[5, 147];[6, 159];[4, 292];[4, 252];[7, 280];[4, 69];[4, 67];[7, 229];[2, 10];[3, 50];
259;[5, 90];[8, 138];[7, 343];[7, 114];[6, 93];[11, 198];[1, 3];[9, 388];[2, 21];[6, 1193];[3, 73];[1, 7];[6, 64];[4, 109];[6, 76];[5, 147];[6, 159];[4, 59];[5, 319];[8, 412];[4, 69];[4, 67];[7, 243];[2, 16];[3, 15];
260;[5, 83];[8, 138];[7, 318];[7, 114];[6, 61];[11, 146];[1, 10];[9, 388];[2, 7];[5, 92];[3, 73];[1, 7];[6, 64];[4, 109];[6, 76];[5, 163];[6, 159];[4, 59];[5, 319];[8, 412];[4, 28];[4, 67];[8, 1313];[2, 57];[3, 15];
261;[5, 128];[8, 138];[7, 318];[6, 65];[6, 61];[11, 146];[1, 10];[9, 388];[2, 7];[5, 27];[3, 73];[1, 7];[6, 64];[4, 184];[6, 91];[5, 163];[6, 159];[4, 59];[5, 299];[8, 277];[4, 28];[4, 67];[8, 1313];[2, 57];[3, 77];
262;[5, 128];[8, 122];[7, 306];[6, 65];[6, 61];[11, 146];[1, 23];[9, 388];[2, 6];[5, 27];[2, 4];[1, 7];[6, 64];[4, 184];[6, 91];[5, 137];[6, 159];[4, 59];[4, 250];[8, 280];[4, 31];[4, 67];[8, 1313];[2, 57];[3, 77];
263;[5, 128];[9, 163];[7, 284];[6, 85];[6, 61];[10, 134];[2, 9];[9, 389];[3, 47];[5, 27];[2, 4];[1, 39];[6, 38];[3, 74];[6, 91];[5, 137];[6, 327];[4, 59];[3, 238];[8, 280];[4, 31];[4, 67];[8, 1313];[2, 57];[3, 77];
264;[5, 33];[9, 163];[7, 141];[6, 85];[6, 61];[10, 134];[3, 33];[9, 389];[3, 47];[5, 27];[2, 210];[1, 39];[6, 38];[4, 212];[6, 91];[5, 171];[6, 327];[4, 59];[3, 238];[8, 280];[4, 31];[4, 67];[9, 1277];[2, 57];[3, 77];
265;[5, 33];[9, 804];[8, 313];[6, 85];[6, 65];[10, 134];[3, 33];[9, 389];[3, 47];[5, 27];[3, 39];[1, 39];[6, 38];[4, 179];[6, 91];[5, 171];[6, 222];[4, 59];[3, 60];[9, 288];[4, 31];[4, 16];[9, 1277];[2, 40];[3, 84];
266;[5, 38];[9, 804];[8, 313];[6, 121];[6, 65];[10, 125];[3, 56];[9, 389];[2, 36];[5, 27];[3, 53];[1, 39];[6, 38];[5, 211];[6, 91];[5, 171];[7, 155];[4, 87];[3, 60];[9, 288];[4, 31];[4, 16];[9, 1277];[2, 856];[3, 74];
267;[5, 38];[9, 804];[7, 1080];[6, 121];[6, 60];[10, 125];[3, 65];[9, 389];[2, 18];[4, 20];[3, 18];[1, 39];[6, 66];[5, 211];[6, 91];[6, 175];[7, 155];[4, 87];[3, 60];[9, 288];[4, 31];[4, 14];[9, 228];[1, 9];[3, 74];
268;[5, 38];[9, 610];[7, 1218];[6, 121];[6, 60];[10, 129];[3, 22];[9, 389];[2, 59];[4, 20];[3, 18];[1, 55];[6, 66];[5, 211];[7, 165];[5, 68];[7, 155];[4, 87];[4, 57];[9, 273];[4, 31];[4, 14];[9, 228];[1, 9];[3, 74];
269;[5, 38];[9, 610];[7, 1220];[6, 148];[5, 90];[10, 129];[3, 22];[9, 462];[2, 59];[4, 20];[3, 18];[1, 9];[6, 60];[5, 211];[7, 148];[5, 68];[7, 155];[4, 20];[3, 53];[9, 273];[4, 31];[4, 14];[9, 170];[1, 67];[3, 30];
270;[5, 77];[9, 610];[7, 1220];[6, 148];[5, 90];[10, 129];[3, 22];[10, 495];[1, 8];[4, 32];[3, 43];[1, 9];[6, 33];[5, 211];[7, 333];[5, 66];[7, 155];[4, 54];[3, 53];[9, 65];[4, 90];[4, 14];[9, 170];[1, 48];[3, 30];
271;[5, 77];[9, 610];[7, 1220];[6, 148];[5, 90];[10, 129];[3, 22];[10, 553];[1, 8];[3, 25];[3, 31];[1, 9];[6, 33];[5, 211];[7, 128];[5, 66];[6, 134];[4, 80];[3, 53];[9, 65];[4, 30];[4, 14];[9, 170];[1, 48];[3, 30];
272;[5, 77];[9, 418];[7, 1220];[6, 148];[5, 90];[11, 467];[3, 22];[10, 553];[1, 8];[4, 26];[3, 31];[1, 26];[6, 33];[6, 210];[7, 128];[5, 66];[6, 146];[4, 80];[3, 53];[9, 65];[4, 30];[3, 8];[9, 165];[1, 215];[3, 82];
273;[5, 77];[9, 293];[7, 1220];[5, 62];[5, 90];[11, 511];[3, 230];[10, 553];[1, 8];[4, 26];[3, 31];[1, 26];[6, 112];[6, 210];[7, 115];[5, 66];[6, 146];[4, 80];[4, 32];[9, 65];[4, 30];[3, 8];[9, 165];[1, 215];[2, 40];
274;[5, 77];[8, 132];[7, 1220];[5, 51];[5, 90];[11, 511];[3, 230];[10, 553];[1, 10];[4, 26];[3, 31];[1, 26];[6, 112];[5, 170];[7, 115];[5, 66];[6, 146];[4, 80];[4, 32];[9, 111];[4, 30];[3, 8];[9, 165];[1, 15];[2, 40];
275;[5, 74];[8, 132];[7, 1227];[5, 40];[5, 91];[11, 498];[3, 230];[10, 553];[1, 5];[4, 26];[3, 31];[1, 3];[6, 130];[5, 170];[7, 97];[5, 66];[6, 146];[4, 80];[4, 32];[9, 111];[4, 59];[3, 8];[8, 177];[1, 15];[2, 40];
276;[5, 74];[8, 132];[7, 1227];[5, 40];[5, 91];[11, 502];[3, 67];[10, 270];[1, 5];[4, 41];[3, 31];[1, 3];[6, 130];[5, 51];[7, 97];[5, 66];[6, 146];[4, 254];[4, 212];[9, 108];[3, 25];[3, 8];[8, 130];[1, 32];[2, 40];
277;[5, 74];[8, 132];[7, 1227];[5, 40];[5, 91];[11, 502];[3, 67];[10, 270];[1, 5];[4, 41];[3, 31];[1, 2];[6, 130];[5, 51];[7, 93];[5, 188];[6, 146];[4, 254];[4, 77];[9, 81];[4, 170];[3, 6];[8, 130];[1, 32];[2, 40];
278;[5, 74];[8, 321];[7, 1227];[5, 100];[5, 71];[11, 502];[3, 67];[10, 270];[1, 5];[4, 41];[3, 31];[1, 2];[5, 141];[6, 55];[7, 93];[5, 188];[7, 88];[4, 60];[4, 77];[9, 81];[4, 194];[3, 6];[8, 130];[1, 2];[2, 31];
279;[5, 74];[8, 321];[7, 1227];[5, 108];[5, 71];[11, 502];[2, 44];[11, 298];[1, 5];[4, 37];[3, 45];[1, 2];[5, 141];[6, 67];[7, 93];[5, 188];[7, 88];[3, 54];[4, 77];[9, 81];[4, 194];[3, 6];[9, 129];[1, 2];[2, 31];
280;[5, 74];[8, 171];[7, 1227];[5, 108];[5, 71];[11, 573];[2, 44];[11, 298];[1, 19];[4, 37];[4, 269];[1, 204];[4, 123];[6, 67];[7, 89];[4, 172];[7, 88];[3, 54];[4, 103];[9, 81];[4, 194];[3, 6];[9, 129];[1, 2];[1, 2];
281;[5, 99];[7, 356];[7, 999];[5, 108];[5, 71];[11, 573];[2, 44];[11, 298];[1, 19];[4, 37];[4, 269];[1, 13];[4, 114];[7, 180];[7, 89];[4, 175];[7, 88];[3, 54];[4, 62];[9, 81];[4, 64];[3, 6];[8, 75];[1, 2];[1, 2];
282;[5, 99];[7, 297];[7, 999];[5, 108];[5, 71];[11, 573];[1, 8];[11, 353];[1, 19];[4, 37];[4, 269];[1, 40];[4, 114];[5, 70];[7, 121];[4, 62];[7, 100];[2, 8];[4, 24];[10, 95];[4, 64];[3, 9];[8, 75];[1, 2];[2, 11];
283;[4, 60];[7, 297];[7, 1002];[5, 108];[5, 97];[11, 419];[1, 8];[11, 353];[1, 19];[4, 37];[4, 269];[1, 68];[4, 114];[5, 70];[7, 121];[4, 45];[7, 100];[2, 8];[4, 24];[11, 88];[4, 64];[3, 9];[8, 75];[1, 2];[2, 11];
284;[4, 60];[7, 292];[7, 1002];[5, 108];[5, 97];[11, 419];[1, 8];[11, 353];[1, 19];[4, 104];[4, 269];[1, 8];[4, 114];[5, 67];[7, 121];[4, 40];[6, 96];[2, 15];[4, 24];[11, 88];[4, 64];[3, 9];[8, 75];[1, 2];[2, 15];
285;[4, 60];[8, 119];[7, 1002];[5, 108];[5, 97];[11, 457];[1, 148];[11, 321];[1, 19];[4, 94];[4, 269];[1, 8];[4, 272];[5, 67];[7, 121];[4, 53];[6, 96];[2, 15];[4, 24];[11, 88];[4, 64];[3, 9];[8, 100];[1, 72];[1, 9];
286;[4, 258];[8, 119];[7, 1002];[5, 108];[5, 97];[11, 457];[1, 1];[11, 321];[1, 19];[4, 94];[4, 269];[1, 8];[4, 76];[5, 52];[7, 533];[4, 53];[6, 80];[2, 25];[4, 24];[11, 88];[4, 74];[3, 9];[8, 100];[1, 72];[1, 9];
287;[4, 382];[8, 119];[7, 1044];[5, 108];[5, 37];[11, 457];[1, 1];[11, 321];[3, 43];[4, 29];[4, 269];[1, 8];[4, 76];[5, 52];[6, 397];[4, 53];[6, 80];[2, 25];[4, 24];[11, 88];[4, 74];[3, 9];[9, 319];[1, 9];[1, 9];
288;[4, 382];[8, 345];[7, 1046];[5, 108];[5, 37];[11, 440];[1, 34];[11, 321];[3, 81];[4, 29];[5, 53];[1, 8];[5, 147];[5, 52];[6, 397];[4, 53];[6, 80];[2, 25];[4, 24];[11, 88];[4, 65];[3, 9];[10, 284];[1, 9];[1, 27];
289;[4, 382];[8, 345];[7, 1046];[5, 119];[5, 37];[11, 440];[1, 34];[11, 321];[3, 81];[4, 29];[5, 53];[1, 8];[6, 315];[5, 52];[6, 397];[5, 49];[6, 72];[2, 26];[4, 24];[11, 88];[4, 65];[3, 9];[10, 292];[1, 24];[1, 27];
290;[4, 382];[8, 374];[7, 1046];[5, 52];[5, 37];[11, 412];[2, 99];[11, 297];[3, 81];[4, 29];[5, 53];[1, 7];[6, 315];[5, 52];[6, 397];[5, 57];[6, 104];[2, 26];[4, 24];[11, 88];[4, 65];[3, 9];[10, 316];[1, 24];[1, 18];
291;[4, 382];[8, 374];[7, 1046];[5, 52];[5, 37];[11, 364];[2, 99];[11, 297];[3, 81];[4, 29];[5, 58];[1, 7];[6, 315];[5, 52];[6, 199];[5, 76];[6, 104];[2, 26];[4, 24];[11, 88];[4, 65];[3, 9];[10, 316];[1, 24];[1, 18];
292;[4, 75];[8, 318];[7, 1046];[5, 52];[5, 37];[11, 364];[2, 99];[11, 259];[3, 72];[4, 29];[5, 58];[2, 68];[6, 315];[5, 52];[6, 199];[5, 406];[6, 104];[2, 26];[4, 49];[11, 134];[4, 65];[3, 9];[10, 316];[1, 38];[1, 18];
293;[4, 75];[8, 318];[7, 1046];[5, 52];[5, 37];[11, 364];[2, 33];[10, 219];[3, 181];[4, 27];[5, 58];[1, 3];[6, 332];[5, 91];[5, 86];[5, 384];[6, 127];[2, 26];[4, 49];[11, 134];[4, 65];[3, 9];[10, 316];[1, 8];[1, 1];
294;[5, 59];[8, 318];[7, 1046];[5, 52];[5, 37];[11, 364];[2, 33];[10, 219];[3, 181];[4, 27];[5, 58];[1, 3];[6, 303];[5, 91];[5, 133];[5, 384];[6, 115];[2, 4];[3, 53];[11, 134];[4, 75];[3, 9];[10, 316];[1, 148];[1, 1];
295;[5, 59];[8, 318];[7, 1025];[5, 52];[5, 37];[11, 364];[2, 33];[10, 236];[3, 181];[4, 27];[5, 58];[1, 5];[6, 303];[5, 91];[5, 133];[5, 382];[6, 115];[2, 4];[2, 21];[11, 134];[4, 75];[5, 83];[10, 316];[2, 33];[1, 29];
296;[5, 59];[8, 142];[7, 1025];[5, 52];[5, 35];[11, 364];[2, 33];[10, 438];[3, 29];[4, 27];[5, 58];[1, 5];[6, 303];[5, 91];[5, 133];[5, 390];[6, 78];[2, 4];[2, 21];[11, 134];[4, 49];[5, 83];[10, 341];[1, 12];[1, 29];
297;[5, 59];[8, 142];[6, 933];[5, 52];[4, 23];[11, 457];[2, 33];[10, 381];[3, 37];[4, 27];[5, 58];[1, 55];[6, 174];[5, 140];[5, 133];[5, 390];[6, 78];[3, 11];[2, 15];[11, 134];[4, 49];[5, 83];[10, 341];[1, 12];[1, 234];
298;[5, 59];[8, 1000];[6, 933];[5, 52];[4, 23];[11, 457];[2, 33];[10, 381];[3, 37];[4, 27];[5, 283];[1, 55];[7, 187];[5, 94];[5, 94];[5, 390];[6, 78];[3, 11];[2, 15];[11, 158];[4, 49];[5, 83];[10, 341];[1, 12];[1, 35];
299;[5, 94];[8, 1000];[6, 55];[5, 56];[4, 23];[11, 457];[2, 33];[10, 381];[3, 37];[5, 134];[5, 283];[1, 55];[7, 182];[5, 69];[5, 124];[5, 396];[6, 78];[3, 11];[2, 15];[11, 183];[4, 25];[5, 83];[10, 319];[1, 12];[2, 48];
300;[5, 94];[8, 986];[6, 55];[5, 56];[5, 65];[11, 340];[2, 33];[10, 381];[3, 37];[5, 134];[5, 306];[1, 7];[7, 182];[5, 19];[5, 132];[5, 396];[6, 78];[3, 11];[2, 15];[11, 210];[4, 28];[5, 83];[10, 319];[1, 12];[2, 13];
301;[6, 129];[8, 986];[6, 233];[5, 56];[5, 65];[11, 360];[2, 33];[10, 381];[3, 37];[5, 134];[5, 306];[1, 7];[7, 107];[5, 19];[5, 152];[5, 396];[6, 78];[3, 11];[2, 15];[11, 210];[4, 28];[4, 57];[10, 290];[1, 12];[2, 13];
302;[6, 129];[8, 187];[6, 256];[5, 56];[5, 65];[11, 334];[2, 220];[11, 89];[3, 37];[5, 118];[5, 306];[1, 7];[7, 107];[5, 19];[6, 130];[5, 396];[6, 78];[3, 11];[2, 873];[11, 218];[4, 28];[4, 57];[10, 290];[1, 12];[2, 13];
303;[6, 129];[8, 187];[6, 213];[5, 56];[5, 65];[11, 334];[2, 220];[11, 89];[3, 37];[5, 118];[5, 306];[1, 7];[7, 107];[5, 19];[6, 130];[5, 417];[6, 78];[3, 11];[2, 8];[11, 218];[4, 865];[4, 57];[10, 290];[1, 12];[2, 9];
304;[6, 129];[8, 187];[6, 213];[5, 92];[5, 65];[11, 334];[2, 220];[11, 124];[3, 37];[5, 118];[5, 306];[1, 7];[7, 122];[5, 56];[6, 130];[5, 417];[6, 145];[3, 11];[2, 8];[11, 218];[4, 869];[4, 57];[10, 288];[1, 12];[2, 9];
305;[6, 129];[8, 187];[6, 213];[5, 92];[5, 65];[11, 1165];[2, 35];[11, 124];[3, 34];[5, 118];[5, 491];[1, 7];[7, 48];[5, 56];[6, 130];[5, 417];[6, 78];[3, 11];[2, 76];[11, 218];[4, 26];[4, 57];[10, 288];[1, 34];[2, 17];
306;[6, 129];[8, 187];[6, 230];[5, 92];[4, 111];[11, 1230];[2, 91];[11, 124];[3, 34];[6, 119];[5, 89];[1, 2];[7, 105];[5, 62];[4, 56];[5, 515];[6, 78];[3, 11];[2, 76];[11, 218];[4, 26];[4, 57];[10, 288];[1, 2];[2, 17];
307;[6, 129];[8, 187];[6, 230];[5, 92];[5, 113];[11, 1230];[2, 91];[10, 117];[3, 34];[6, 119];[5, 89];[1, 2];[7, 105];[5, 62];[4, 39];[5, 515];[6, 48];[3, 11];[2, 74];[11, 255];[4, 26];[4, 57];[10, 288];[1, 2];[2, 19];
308;[6, 129];[8, 187];[6, 230];[5, 92];[5, 113];[11, 1230];[1, 8];[10, 117];[3, 34];[6, 137];[5, 108];[1, 2];[7, 105];[5, 62];[4, 80];[5, 96];[6, 48];[3, 11];[2, 74];[11, 255];[4, 26];[5, 379];[10, 288];[1, 2];[2, 19];
309;[6, 129];[8, 280];[6, 230];[5, 92];[5, 113];[11, 1230];[1, 8];[10, 117];[3, 34];[6, 137];[5, 108];[2, 79];[7, 105];[5, 62];[4, 80];[5, 96];[6, 48];[3, 11];[2, 3];[11, 221];[4, 29];[5, 379];[10, 288];[1, 7];[2, 19];
310;[6, 129];[9, 347];[6, 230];[5, 92];[4, 71];[11, 1230];[1, 8];[10, 134];[3, 34];[5, 121];[5, 97];[2, 21];[7, 105];[5, 62];[4, 80];[5, 96];[6, 48];[3, 11];[2, 3];[11, 221];[4, 29];[5, 369];[10, 493];[2, 10];[2, 162];
311;[6, 129];[9, 347];[6, 230];[5, 113];[4, 96];[11, 1230];[1, 8];[10, 122];[3, 67];[5, 121];[5, 104];[2, 21];[7, 105];[5, 62];[4, 80];[5, 96];[6, 48];[3, 11];[2, 6];[11, 176];[4, 29];[5, 369];[10, 493];[1, 8];[2, 160];
312;[6, 129];[9, 347];[6, 230];[5, 113];[4, 57];[11, 1230];[1, 12];[11, 169];[3, 64];[5, 104];[5, 104];[2, 21];[7, 105];[5, 62];[4, 80];[5, 96];[6, 48];[3, 11];[2, 6];[11, 176];[4, 174];[5, 367];[10, 493];[1, 8];[2, 160];
313;[6, 129];[9, 347];[6, 230];[5, 41];[4, 80];[11, 1183];[1, 12];[11, 177];[3, 30];[5, 104];[5, 104];[2, 21];[7, 105];[5, 62];[4, 80];[5, 96];[6, 52];[3, 11];[2, 6];[11, 222];[4, 174];[5, 367];[10, 493];[1, 54];[2, 160];
314;[6, 129];[8, 314];[6, 166];[5, 41];[4, 80];[11, 1183];[1, 5];[11, 177];[3, 30];[5, 104];[6, 168];[2, 21];[7, 105];[5, 62];[4, 80];[5, 96];[6, 52];[3, 795];[2, 11];[12, 259];[4, 174];[5, 367];[10, 493];[1, 7];[2, 14];
315;[6, 104];[8, 310];[6, 166];[5, 41];[4, 53];[11, 1183];[1, 5];[11, 177];[2, 6];[5, 102];[6, 173];[2, 21];[8, 62];[5, 91];[4, 80];[5, 96];[6, 52];[3, 192];[2, 11];[12, 1003];[4, 61];[5, 367];[10, 493];[1, 7];[2, 14];
316;[6, 48];[8, 310];[6, 166];[5, 37];[4, 885];[11, 1183];[1, 5];[11, 177];[2, 6];[5, 102];[6, 173];[2, 21];[8, 57];[5, 91];[4, 80];[5, 96];[6, 52];[3, 192];[2, 11];[12, 1022];[4, 61];[5, 367];[10, 526];[1, 7];[2, 17];
317;[7, 175];[8, 310];[6, 166];[5, 37];[5, 897];[11, 1183];[1, 5];[11, 177];[2, 6];[4, 76];[6, 173];[2, 21];[8, 57];[5, 102];[4, 80];[5, 29];[6, 52];[3, 192];[2, 11];[12, 1030];[4, 61];[5, 367];[10, 526];[2, 83];[2, 17];
318;[7, 175];[8, 310];[6, 166];[5, 37];[5, 897];[11, 205];[1, 4];[11, 177];[2, 6];[4, 76];[6, 166];[2, 39];[8, 57];[5, 102];[5, 213];[5, 29];[6, 68];[3, 192];[2, 79];[12, 1019];[4, 61];[5, 367];[10, 526];[2, 78];[3, 10];
319;[7, 175];[8, 310];[6, 166];[5, 37];[5, 897];[11, 205];[2, 18];[11, 177];[1, 5];[4, 76];[6, 162];[2, 30];[8, 57];[5, 278];[5, 47];[5, 29];[6, 68];[3, 14];[2, 79];[12, 1019];[4, 183];[5, 336];[10, 375];[2, 78];[3, 10];
320;[7, 175];[8, 310];[6, 166];[5, 37];[5, 897];[11, 306];[3, 252];[11, 177];[1, 5];[4, 76];[6, 294];[2, 30];[8, 57];[5, 278];[5, 50];[5, 42];[6, 68];[3, 155];[2, 86];[12, 1019];[5, 49];[5, 336];[10, 375];[1, 1];[3, 10];
321;[6, 144];[8, 310];[5, 85];[5, 37];[5, 897];[11, 352];[3, 223];[11, 177];[2, 46];[4, 76];[6, 294];[2, 47];[8, 57];[5, 278];[5, 50];[5, 42];[6, 68];[3, 156];[2, 86];[12, 993];[5, 49];[5, 351];[10, 199];[1, 1];[3, 242];
322;[6, 144];[8, 310];[5, 85];[5, 37];[5, 897];[11, 352];[3, 223];[11, 177];[2, 46];[3, 15];[6, 159];[2, 99];[8, 57];[4, 185];[5, 50];[5, 42];[6, 204];[3, 156];[3, 32];[12, 993];[5, 49];[5, 372];[10, 199];[1, 1];[3, 35];
323;[6, 144];[8, 310];[5, 87];[5, 33];[5, 76];[11, 352];[3, 223];[11, 177];[2, 46];[3, 15];[6, 159];[2, 99];[8, 57];[4, 290];[5, 50];[5, 42];[6, 204];[3, 253];[4, 41];[12, 993];[5, 49];[5, 354];[10, 199];[1, 8];[3, 35];
