[25, 0.625, 0.2, [1, 3]]
0;[3, 77];[2, 14];[3, 221];[3, 86];[3, 71];[3, 95];[3, 49];[3, 33];[3, 86];[3, 104];[3, 79];[3, 55];[4, 174];[3, 47];[3, 306];[3, 35];[3, 17];[3, 211];[2, 115];[3, 49];[3, 80];[4, 74];[2, 22];[3, 245];[3, 41];
541;[12, 295];[7, 61];[4, 106];[9, 85];[13, 303];[12, 433];[3, 76];[11, 628];[8, 105];[3, 64];[2, 111];[5, 164];[8, 104];[2, 28];[2, 84];[2, 39];[9, 208];[3, 19];[4, 68];[15, 289];[6, 270];[6, 149];[12, 307];[1, 13];[7, 361];
542;[12, 291];[7, 61];[4, 106];[9, 85];[13, 303];[12, 433];[3, 76];[10, 306];[8, 261];[3, 44];[2, 111];[5, 164];[8, 104];[2, 54];[2, 84];[2, 39];[9, 208];[3, 19];[4, 68];[15, 280];[6, 270];[6, 62];[12, 307];[1, 13];[7, 361];
543;[12, 333];[7, 61];[4, 106];[9, 85];[13, 303];[12, 407];[3, 76];[10, 306];[8, 155];[3, 49];[1, 110];[5, 164];[8, 104];[2, 62];[2, 84];[2, 39];[9, 309];[3, 19];[4, 35];[15, 280];[6, 270];[6, 62];[12, 280];[1, 13];[7, 361];
544;[11, 422];[7, 61];[4, 75];[9, 194];[13, 309];[13, 395];[3, 76];[10, 250];[8, 155];[3, 49];[1, 110];[5, 164];[8, 114];[2, 62];[2, 55];[2, 39];[9, 309];[3, 19];[4, 81];[15, 280];[6, 207];[7, 85];[12, 280];[1, 13];[7, 361];
545;[12, 427];[7, 61];[5, 70];[10, 196];[13, 309];[13, 430];[3, 132];[10, 237];[8, 155];[3, 49];[1, 110];[5, 164];[8, 114];[2, 49];[2, 55];[3, 34];[9, 292];[2, 7];[4, 96];[15, 264];[6, 207];[7, 85];[11, 162];[2, 25];[7, 361];
546;[11, 344];[7, 61];[5, 70];[10, 196];[13, 309];[13, 430];[3, 132];[10, 237];[8, 155];[3, 49];[1, 110];[5, 164];[8, 111];[2, 49];[2, 106];[3, 34];[9, 292];[2, 7];[4, 96];[15, 264];[6, 207];[7, 34];[11, 162];[2, 25];[7, 367];
547;[11, 312];[7, 61];[5, 70];[10, 194];[13, 309];[13, 430];[3, 132];[10, 237];[8, 155];[3, 49];[1, 110];[5, 175];[8, 111];[2, 49];[1, 16];[3, 34];[9, 148];[2, 7];[4, 96];[15, 264];[6, 207];[7, 34];[11, 162];[2, 25];[7, 367];
548;[11, 312];[7, 61];[5, 70];[10, 194];[13, 309];[13, 438];[3, 82];[10, 237];[9, 141];[3, 41];[1, 110];[5, 175];[8, 111];[2, 49];[1, 16];[3, 34];[9, 206];[2, 7];[5, 153];[15, 404];[6, 180];[7, 34];[11, 162];[2, 25];[7, 360];
549;[11, 312];[7, 61];[5, 70];[10, 194];[13, 202];[13, 438];[3, 82];[11, 275];[9, 214];[3, 136];[1, 1];[5, 175];[8, 111];[1, 36];[1, 38];[3, 34];[9, 206];[2, 7];[5, 153];[15, 404];[6, 180];[7, 34];[11, 162];[2, 25];[7, 338];
550;[11, 312];[7, 61];[5, 70];[10, 194];[13, 202];[13, 459];[3, 111];[11, 234];[9, 214];[2, 123];[1, 1];[5, 175];[8, 84];[1, 36];[2, 23];[4, 60];[9, 206];[2, 7];[5, 153];[15, 346];[6, 180];[7, 34];[11, 232];[2, 13];[7, 338];
551;[11, 312];[7, 172];[5, 70];[10, 194];[14, 205];[13, 459];[3, 111];[11, 234];[9, 214];[2, 49];[1, 1];[5, 291];[8, 84];[1, 36];[2, 10];[4, 60];[9, 206];[2, 7];[6, 236];[15, 346];[4, 150];[7, 58];[11, 232];[2, 13];[7, 136];
552;[12, 439];[7, 154];[5, 70];[10, 404];[14, 205];[13, 459];[3, 111];[11, 234];[9, 183];[2, 49];[1, 1];[5, 283];[8, 84];[2, 17];[2, 10];[4, 60];[9, 206];[2, 7];[6, 236];[16, 335];[4, 150];[7, 53];[11, 153];[2, 13];[7, 136];
553;[12, 520];[7, 154];[5, 70];[10, 330];[14, 205];[13, 485];[3, 111];[11, 226];[9, 168];[2, 64];[1, 1];[5, 283];[8, 84];[2, 17];[2, 10];[4, 60];[9, 206];[2, 7];[6, 236];[16, 335];[4, 126];[7, 53];[11, 185];[2, 21];[7, 136];
554;[12, 520];[7, 154];[6, 115];[10, 330];[14, 205];[13, 485];[4, 78];[11, 232];[9, 168];[2, 46];[1, 12];[5, 283];[8, 84];[2, 25];[2, 10];[4, 60];[9, 206];[2, 7];[6, 236];[16, 268];[3, 49];[7, 53];[11, 185];[2, 21];[8, 109];
555;[11, 313];[7, 130];[6, 115];[10, 330];[14, 267];[13, 485];[4, 78];[11, 291];[9, 168];[2, 46];[1, 12];[5, 134];[8, 84];[2, 25];[2, 10];[3, 114];[9, 206];[2, 7];[6, 185];[16, 300];[3, 49];[7, 53];[11, 185];[2, 193];[8, 109];
556;[12, 316];[7, 130];[5, 110];[11, 324];[14, 267];[13, 485];[4, 78];[11, 291];[9, 168];[2, 46];[1, 12];[5, 134];[8, 84];[2, 101];[2, 10];[3, 99];[9, 206];[2, 154];[6, 263];[16, 258];[3, 25];[7, 53];[12, 202];[2, 46];[8, 109];
557;[12, 316];[7, 68];[5, 81];[11, 340];[14, 267];[13, 485];[4, 130];[11, 258];[9, 341];[2, 46];[1, 6];[5, 134];[8, 84];[2, 101];[2, 10];[3, 97];[9, 206];[2, 26];[6, 263];[15, 240];[3, 27];[7, 53];[12, 202];[2, 46];[8, 109];
558;[12, 316];[7, 68];[5, 81];[11, 476];[14, 263];[13, 486];[4, 130];[11, 272];[9, 341];[2, 91];[2, 33];[5, 133];[8, 84];[2, 42];[2, 10];[3, 97];[9, 206];[2, 26];[6, 263];[15, 239];[2, 24];[7, 53];[12, 202];[2, 46];[8, 109];
559;[12, 288];[7, 68];[5, 76];[11, 476];[14, 263];[13, 466];[4, 130];[11, 272];[9, 151];[2, 37];[2, 33];[5, 133];[8, 84];[2, 42];[2, 10];[3, 97];[9, 206];[2, 26];[6, 263];[15, 239];[2, 37];[6, 122];[12, 193];[2, 41];[8, 109];
560;[12, 288];[7, 63];[5, 76];[11, 476];[14, 263];[13, 466];[4, 130];[11, 253];[9, 151];[2, 37];[2, 33];[5, 133];[8, 84];[2, 26];[1, 15];[3, 97];[9, 206];[2, 26];[6, 162];[15, 239];[2, 37];[6, 122];[12, 193];[2, 18];[8, 208];
561;[12, 280];[6, 52];[5, 76];[11, 476];[14, 263];[13, 573];[4, 130];[10, 158];[9, 174];[2, 31];[2, 33];[4, 47];[8, 84];[2, 26];[1, 15];[3, 97];[9, 206];[2, 36];[7, 246];[15, 239];[3, 61];[6, 122];[12, 237];[2, 18];[8, 208];
562;[12, 280];[6, 52];[5, 76];[11, 476];[14, 445];[13, 573];[4, 130];[10, 158];[9, 174];[2, 99];[2, 33];[4, 47];[8, 84];[2, 17];[1, 15];[3, 49];[9, 206];[2, 36];[7, 246];[15, 239];[3, 65];[5, 39];[12, 228];[2, 18];[8, 208];
563;[12, 280];[6, 52];[5, 76];[12, 486];[14, 453];[13, 573];[4, 130];[10, 158];[9, 174];[2, 99];[1, 27];[4, 47];[8, 84];[2, 17];[1, 11];[3, 49];[9, 206];[3, 48];[6, 242];[15, 239];[3, 65];[5, 39];[12, 286];[2, 18];[8, 208];
564;[12, 280];[6, 52];[5, 76];[12, 486];[14, 383];[14, 603];[4, 130];[10, 158];[9, 172];[2, 99];[1, 1];[4, 27];[8, 84];[2, 35];[1, 11];[3, 63];[9, 206];[3, 48];[6, 242];[15, 239];[3, 65];[5, 39];[12, 273];[2, 18];[8, 208];
565;[12, 280];[6, 52];[5, 76];[12, 456];[14, 383];[14, 586];[5, 66];[10, 180];[9, 172];[2, 99];[1, 1];[4, 27];[8, 101];[2, 20];[1, 11];[4, 136];[9, 206];[3, 48];[6, 242];[15, 239];[3, 76];[5, 136];[12, 273];[2, 18];[8, 208];
566;[12, 280];[7, 154];[5, 76];[12, 456];[14, 383];[14, 586];[5, 66];[10, 180];[9, 170];[2, 99];[1, 1];[4, 27];[8, 101];[2, 20];[1, 11];[3, 116];[9, 173];[3, 17];[6, 242];[15, 239];[3, 76];[5, 136];[12, 273];[2, 28];[8, 208];
567;[12, 280];[7, 154];[5, 76];[12, 456];[14, 290];[14, 586];[5, 63];[10, 180];[9, 254];[2, 99];[1, 1];[4, 27];[8, 101];[2, 39];[1, 11];[2, 93];[9, 173];[3, 17];[6, 145];[15, 239];[3, 76];[5, 136];[12, 197];[2, 28];[8, 247];
568;[12, 280];[7, 151];[5, 76];[12, 456];[14, 301];[14, 590];[5, 65];[10, 180];[9, 254];[2, 99];[1, 1];[4, 58];[8, 101];[2, 39];[1, 12];[1, 69];[9, 173];[3, 17];[6, 145];[15, 231];[3, 172];[5, 162];[12, 197];[2, 21];[8, 247];
569;[12, 280];[7, 151];[5, 76];[12, 456];[14, 301];[13, 577];[5, 71];[10, 180];[9, 254];[2, 99];[1, 1];[4, 124];[8, 101];[2, 81];[1, 12];[1, 22];[9, 173];[3, 17];[6, 145];[15, 231];[3, 179];[5, 162];[12, 197];[2, 12];[8, 179];
570;[12, 261];[6, 131];[5, 76];[12, 456];[14, 291];[13, 427];[5, 71];[9, 203];[9, 254];[2, 99];[1, 1];[4, 124];[8, 101];[2, 24];[1, 12];[1, 202];[9, 192];[3, 17];[6, 145];[15, 231];[3, 179];[5, 162];[12, 197];[2, 10];[8, 179];
571;[12, 261];[6, 131];[5, 76];[12, 456];[14, 291];[13, 411];[5, 71];[9, 203];[9, 254];[2, 99];[2, 36];[4, 124];[7, 163];[2, 24];[1, 202];[1, 202];[9, 203];[3, 17];[6, 145];[15, 277];[3, 179];[5, 169];[12, 197];[2, 10];[8, 179];
572;[12, 261];[6, 132];[5, 76];[12, 456];[14, 338];[12, 350];[5, 248];[9, 254];[9, 235];[2, 99];[2, 36];[4, 124];[7, 163];[2, 24];[1, 202];[1, 22];[9, 203];[3, 17];[6, 145];[15, 248];[3, 179];[5, 169];[12, 204];[3, 77];[8, 179];
573;[12, 261];[6, 132];[5, 76];[12, 456];[14, 338];[12, 350];[5, 248];[9, 254];[9, 224];[2, 16];[1, 1];[4, 124];[7, 163];[2, 24];[1, 6];[1, 22];[9, 203];[3, 17];[6, 145];[15, 261];[3, 141];[5, 214];[12, 181];[3, 77];[8, 179];
574;[12, 261];[6, 140];[5, 76];[12, 252];[14, 338];[11, 301];[5, 253];[9, 254];[9, 522];[2, 16];[1, 1];[4, 124];[6, 197];[2, 24];[1, 6];[1, 22];[9, 203];[3, 38];[6, 139];[15, 261];[3, 141];[5, 102];[12, 181];[3, 77];[8, 178];
575;[12, 261];[6, 58];[5, 76];[12, 252];[14, 338];[11, 301];[5, 253];[9, 254];[9, 314];[2, 16];[1, 10];[4, 124];[6, 311];[2, 55];[1, 6];[1, 22];[9, 259];[3, 58];[6, 139];[15, 261];[4, 107];[5, 102];[12, 166];[3, 92];[8, 178];
576;[11, 217];[6, 76];[6, 89];[12, 252];[14, 338];[11, 301];[5, 253];[9, 254];[9, 314];[1, 6];[1, 83];[4, 65];[6, 311];[2, 55];[1, 107];[1, 22];[9, 259];[3, 58];[7, 141];[15, 261];[4, 107];[5, 102];[12, 166];[3, 79];[8, 178];
577;[11, 210];[6, 76];[6, 89];[12, 252];[14, 338];[11, 301];[5, 239];[9, 254];[9, 314];[1, 6];[1, 2];[4, 89];[6, 302];[2, 55];[1, 107];[1, 15];[9, 259];[3, 85];[7, 141];[15, 237];[4, 158];[5, 102];[12, 166];[2, 23];[8, 178];
578;[11, 210];[6, 76];[6, 46];[12, 252];[14, 326];[11, 301];[5, 239];[8, 241];[9, 314];[1, 6];[1, 7];[4, 89];[5, 82];[2, 55];[1, 107];[1, 15];[9, 259];[3, 85];[7, 141];[15, 237];[3, 153];[5, 102];[12, 166];[2, 13];[8, 178];
579;[11, 210];[6, 76];[6, 46];[12, 273];[14, 311];[11, 276];[5, 239];[8, 241];[9, 314];[1, 3];[1, 11];[4, 89];[5, 82];[2, 129];[1, 3];[1, 2];[9, 259];[3, 85];[7, 141];[16, 328];[3, 153];[5, 102];[12, 166];[1, 7];[8, 178];
580;[11, 210];[6, 76];[6, 46];[12, 310];[14, 311];[10, 230];[5, 239];[8, 365];[9, 175];[1, 3];[1, 11];[4, 89];[5, 82];[2, 113];[1, 27];[1, 2];[10, 304];[3, 85];[7, 141];[17, 405];[4, 87];[5, 102];[12, 166];[1, 7];[8, 178];
581;[11, 210];[6, 76];[6, 46];[12, 310];[14, 311];[10, 230];[5, 252];[8, 365];[9, 175];[1, 3];[1, 11];[4, 71];[5, 82];[2, 113];[1, 27];[1, 27];[9, 275];[3, 85];[7, 141];[17, 405];[4, 87];[4, 129];[12, 166];[1, 7];[8, 150];
582;[11, 210];[6, 70];[6, 46];[12, 438];[14, 311];[10, 230];[5, 252];[7, 207];[9, 175];[1, 3];[2, 15];[4, 96];[5, 82];[2, 113];[1, 3];[1, 27];[9, 234];[3, 79];[7, 141];[17, 405];[4, 96];[4, 129];[12, 166];[1, 7];[8, 150];
583;[11, 210];[6, 79];[6, 46];[12, 438];[14, 311];[9, 184];[5, 83];[8, 191];[9, 175];[1, 3];[2, 15];[4, 96];[5, 82];[3, 135];[1, 12];[1, 27];[9, 234];[3, 79];[7, 141];[17, 405];[4, 302];[4, 129];[12, 166];[1, 51];[8, 150];
584;[12, 181];[6, 79];[6, 46];[12, 418];[14, 311];[9, 184];[5, 83];[8, 191];[9, 204];[1, 3];[2, 42];[4, 96];[5, 82];[3, 135];[2, 31];[1, 43];[9, 234];[3, 79];[7, 141];[17, 405];[4, 112];[5, 93];[12, 213];[1, 51];[8, 124];
585;[12, 181];[6, 79];[6, 46];[12, 418];[13, 208];[9, 215];[5, 83];[9, 171];[9, 204];[1, 2];[2, 42];[5, 94];[5, 82];[3, 135];[2, 31];[1, 43];[9, 480];[3, 79];[7, 141];[17, 368];[4, 112];[5, 93];[12, 202];[1, 51];[8, 124];
586;[12, 223];[6, 79];[6, 46];[12, 418];[13, 208];[10, 205];[5, 84];[9, 170];[9, 204];[1, 2];[2, 17];[5, 94];[5, 159];[3, 135];[2, 30];[1, 43];[9, 480];[4, 195];[7, 141];[17, 304];[4, 112];[5, 53];[12, 202];[1, 51];[8, 112];
587;[12, 217];[6, 79];[6, 46];[12, 399];[13, 208];[10, 205];[5, 84];[9, 172];[9, 204];[1, 1];[2, 17];[5, 101];[5, 154];[3, 135];[2, 30];[1, 43];[9, 480];[4, 195];[7, 145];[17, 304];[4, 149];[5, 53];[12, 198];[1, 51];[8, 112];
588;[12, 217];[6, 76];[6, 46];[12, 386];[13, 211];[10, 205];[6, 84];[9, 171];[9, 199];[1, 1];[2, 17];[5, 101];[5, 154];[3, 15];[2, 30];[1, 43];[9, 480];[3, 91];[7, 300];[17, 304];[4, 149];[5, 53];[12, 198];[1, 51];[8, 112];
589;[12, 165];[6, 76];[6, 46];[12, 386];[14, 216];[10, 205];[6, 84];[9, 171];[9, 199];[1, 18];[2, 28];[5, 79];[4, 28];[3, 15];[2, 30];[1, 43];[9, 490];[3, 95];[7, 300];[17, 304];[4, 149];[5, 53];[12, 198];[2, 45];[8, 112];
590;[12, 165];[6, 203];[6, 46];[12, 391];[14, 260];[10, 205];[6, 84];[9, 171];[9, 216];[1, 43];[2, 28];[5, 79];[4, 28];[3, 15];[2, 19];[1, 43];[9, 490];[3, 95];[7, 257];[16, 257];[4, 52];[5, 53];[13, 271];[2, 7];[8, 112];
591;[12, 165];[6, 145];[6, 78];[12, 391];[14, 269];[10, 205];[6, 84];[8, 154];[9, 216];[1, 16];[2, 28];[5, 79];[4, 28];[3, 15];[2, 19];[1, 43];[9, 272];[3, 95];[7, 233];[16, 257];[4, 52];[5, 69];[13, 454];[2, 10];[9, 180];
592;[11, 121];[6, 185];[6, 78];[12, 391];[14, 213];[10, 205];[6, 68];[8, 157];[9, 215];[1, 16];[2, 28];[6, 66];[4, 34];[3, 15];[2, 19];[1, 45];[9, 272];[3, 95];[7, 233];[16, 257];[5, 760];[5, 64];[13, 454];[2, 26];[9, 177];
593;[11, 121];[5, 122];[6, 78];[12, 391];[14, 204];[10, 121];[6, 120];[8, 157];[9, 215];[1, 16];[2, 28];[6, 66];[4, 34];[3, 14];[2, 19];[1, 45];[9, 272];[3, 95];[7, 291];[16, 232];[5, 95];[5, 64];[13, 454];[2, 98];[9, 177];
594;[11, 128];[5, 122];[6, 78];[12, 391];[14, 280];[10, 121];[6, 143];[8, 157];[9, 147];[1, 16];[2, 28];[6, 66];[4, 34];[3, 14];[2, 19];[1, 19];[9, 273];[3, 157];[7, 222];[16, 226];[5, 95];[5, 64];[13, 454];[2, 133];[9, 174];
595;[11, 128];[5, 122];[6, 165];[12, 391];[14, 321];[10, 121];[6, 131];[8, 134];[9, 147];[1, 16];[2, 28];[6, 66];[4, 724];[3, 14];[2, 19];[1, 11];[9, 273];[3, 132];[7, 224];[16, 226];[5, 95];[5, 64];[13, 454];[2, 77];[9, 215];
596;[11, 128];[5, 91];[6, 192];[12, 391];[14, 304];[10, 121];[6, 131];[8, 89];[9, 147];[1, 7];[2, 28];[6, 66];[4, 707];[3, 14];[2, 19];[1, 11];[9, 273];[3, 132];[7, 224];[16, 226];[5, 92];[5, 96];[13, 454];[3, 61];[9, 215];
597;[11, 128];[5, 91];[6, 165];[12, 391];[14, 304];[10, 121];[6, 131];[8, 89];[9, 147];[1, 1255];[2, 28];[5, 35];[5, 729];[3, 14];[2, 17];[1, 7];[9, 273];[3, 132];[7, 226];[16, 210];[6, 115];[5, 94];[13, 454];[3, 61];[9, 215];
598;[11, 128];[5, 91];[6, 140];[12, 391];[14, 300];[10, 88];[6, 119];[8, 89];[10, 184];[1, 1255];[2, 28];[5, 103];[5, 729];[3, 14];[2, 17];[1, 7];[9, 273];[3, 132];[7, 226];[16, 210];[7, 145];[5, 95];[13, 454];[3, 61];[9, 215];
599;[11, 128];[4, 77];[6, 140];[12, 397];[14, 300];[10, 88];[6, 119];[8, 89];[10, 184];[1, 1255];[2, 28];[5, 103];[5, 56];[3, 14];[2, 29];[1, 7];[9, 273];[3, 132];[7, 226];[16, 210];[7, 145];[5, 112];[13, 454];[3, 62];[9, 215];
600;[11, 128];[4, 77];[6, 156];[12, 397];[15, 369];[10, 88];[6, 119];[8, 89];[10, 245];[1, 18];[2, 28];[5, 107];[5, 56];[3, 14];[2, 29];[1, 7];[9, 273];[3, 132];[7, 226];[16, 210];[7, 145];[5, 112];[13, 454];[3, 62];[9, 235];
601;[11, 128];[4, 77];[6, 156];[12, 397];[16, 444];[10, 281];[6, 118];[8, 89];[10, 202];[1, 18];[2, 28];[5, 119];[5, 56];[3, 14];[2, 53];[1, 7];[9, 242];[3, 132];[7, 226];[16, 210];[6, 127];[5, 112];[12, 1392];[2, 35];[9, 235];
602;[10, 139];[4, 81];[6, 183];[12, 436];[16, 444];[10, 281];[5, 72];[8, 89];[10, 202];[1, 18];[1, 20];[5, 134];[5, 56];[3, 15];[2, 53];[1, 7];[9, 266];[3, 42];[7, 255];[16, 173];[5, 759];[5, 112];[12, 1392];[2, 33];[9, 220];
603;[10, 139];[4, 91];[6, 183];[12, 436];[16, 444];[10, 281];[5, 72];[8, 89];[10, 129];[1, 18];[1, 20];[5, 194];[5, 56];[3, 15];[2, 7];[1, 7];[9, 352];[3, 42];[7, 256];[16, 173];[5, 759];[5, 110];[12, 1392];[2, 33];[9, 220];
604;[10, 155];[4, 91];[6, 183];[12, 436];[16, 444];[10, 281];[5, 53];[8, 89];[10, 129];[1, 18];[1, 20];[5, 126];[5, 56];[3, 15];[2, 14];[1, 7];[9, 352];[3, 29];[7, 256];[16, 173];[5, 163];[5, 110];[12, 1392];[2, 33];[9, 220];
605;[10, 156];[4, 91];[6, 183];[12, 436];[16, 444];[9, 59];[5, 89];[8, 89];[10, 109];[1, 18];[1, 2];[5, 34];[5, 56];[3, 15];[2, 14];[2, 26];[9, 352];[3, 116];[7, 256];[16, 173];[5, 176];[5, 110];[12, 1392];[2, 33];[9, 220];
606;[10, 156];[4, 91];[6, 183];[12, 365];[16, 444];[9, 59];[5, 89];[9, 779];[10, 109];[1, 18];[1, 2];[5, 34];[5, 56];[3, 42];[2, 14];[2, 26];[9, 259];[3, 116];[7, 372];[16, 173];[5, 176];[5, 76];[12, 1392];[2, 33];[9, 220];
607;[10, 156];[3, 89];[6, 183];[12, 365];[16, 444];[9, 59];[5, 89];[9, 779];[10, 109];[1, 18];[1, 2];[5, 34];[5, 67];[3, 42];[2, 14];[2, 26];[9, 248];[3, 116];[8, 437];[16, 173];[6, 406];[5, 76];[12, 1374];[2, 33];[9, 220];
608;[10, 119];[3, 89];[6, 204];[12, 365];[16, 406];[9, 59];[5, 89];[9, 813];[9, 149];[1, 18];[1, 2];[5, 34];[5, 67];[3, 30];[2, 14];[2, 26];[9, 264];[3, 88];[9, 497];[16, 173];[6, 406];[5, 94];[12, 164];[2, 36];[9, 220];
609;[10, 119];[3, 89];[7, 302];[12, 365];[16, 406];[9, 52];[5, 89];[8, 741];[10, 213];[1, 18];[1, 2];[5, 34];[5, 67];[3, 30];[2, 55];[2, 60];[8, 207];[3, 53];[9, 497];[16, 173];[6, 406];[5, 94];[12, 164];[2, 36];[9, 220];
610;[10, 119];[3, 44];[8, 370];[12, 365];[16, 406];[9, 52];[5, 109];[8, 741];[10, 160];[2, 10];[1, 2];[5, 34];[5, 67];[3, 30];[3, 151];[2, 60];[7, 96];[3, 77];[9, 346];[16, 324];[6, 406];[5, 62];[12, 164];[4, 96];[9, 220];
611;[10, 119];[3, 76];[8, 370];[12, 365];[16, 406];[9, 52];[6, 116];[8, 980];[11, 177];[2, 10];[1, 2];[5, 34];[5, 67];[5, 45];[3, 151];[2, 29];[7, 92];[3, 77];[9, 346];[16, 324];[6, 188];[5, 62];[12, 164];[4, 96];[9, 220];
612;[10, 119];[3, 76];[8, 370];[12, 365];[16, 418];[8, 92];[6, 105];[8, 980];[11, 177];[2, 10];[1, 1];[5, 34];[6, 87];[5, 45];[3, 125];[2, 117];[7, 92];[3, 77];[9, 346];[16, 346];[6, 152];[5, 75];[12, 164];[4, 96];[9, 294];
613;[10, 148];[3, 76];[8, 370];[12, 365];[16, 418];[8, 92];[6, 105];[8, 980];[12, 142];[2, 7];[2, 15];[5, 34];[6, 87];[5, 45];[3, 125];[2, 117];[7, 116];[3, 119];[9, 372];[16, 346];[6, 157];[5, 75];[12, 164];[4, 96];[9, 277];
614;[10, 148];[3, 76];[8, 370];[13, 421];[16, 418];[8, 92];[6, 105];[7, 406];[12, 142];[2, 76];[3, 26];[5, 28];[6, 119];[5, 45];[3, 125];[1, 10];[7, 116];[3, 119];[9, 372];[16, 346];[6, 157];[5, 75];[12, 146];[4, 47];[9, 277];
615;[10, 169];[3, 76];[9, 478];[13, 421];[16, 418];[8, 92];[6, 105];[6, 327];[12, 142];[2, 76];[4, 70];[5, 28];[6, 119];[5, 56];[3, 50];[1, 10];[7, 116];[3, 152];[9, 362];[16, 346];[6, 157];[5, 75];[12, 140];[4, 47];[10, 236];
616;[10, 169];[3, 76];[9, 278];[13, 421];[16, 418];[8, 92];[6, 105];[6, 327];[12, 142];[3, 128];[4, 80];[5, 101];[6, 111];[5, 56];[3, 50];[1, 39];[7, 116];[3, 152];[9, 364];[16, 346];[6, 157];[5, 75];[12, 115];[3, 138];[10, 236];
617;[10, 169];[3, 25];[10, 307];[13, 413];[16, 418];[8, 92];[6, 105];[6, 327];[12, 142];[1, 44];[4, 80];[5, 101];[6, 111];[5, 56];[3, 50];[1, 96];[7, 116];[3, 106];[9, 364];[16, 285];[6, 157];[5, 75];[12, 115];[3, 138];[10, 236];
618;[10, 169];[3, 25];[10, 295];[13, 413];[16, 418];[8, 92];[6, 105];[6, 327];[12, 231];[2, 137];[4, 65];[5, 74];[5, 103];[5, 56];[3, 50];[1, 6];[7, 116];[3, 106];[9, 364];[16, 285];[7, 219];[5, 75];[12, 115];[3, 138];[10, 401];
619;[10, 169];[3, 25];[10, 260];[13, 413];[16, 418];[9, 94];[6, 105];[6, 327];[12, 231];[2, 137];[4, 75];[5, 74];[4, 58];[5, 56];[3, 50];[1, 6];[7, 116];[3, 106];[9, 351];[16, 285];[7, 224];[5, 145];[12, 115];[3, 138];[10, 376];
620;[10, 169];[3, 25];[10, 260];[13, 408];[16, 418];[9, 94];[5, 53];[6, 327];[12, 236];[2, 137];[3, 32];[5, 74];[4, 58];[5, 56];[3, 50];[1, 2];[7, 99];[3, 106];[8, 292];[16, 285];[7, 224];[5, 124];[12, 149];[3, 67];[10, 376];
621;[10, 169];[3, 25];[10, 260];[12, 499];[16, 418];[9, 94];[5, 49];[5, 262];[12, 236];[1, 7];[3, 32];[5, 74];[4, 58];[5, 56];[3, 50];[1, 4];[6, 88];[3, 61];[8, 292];[16, 285];[7, 198];[5, 124];[12, 179];[3, 67];[10, 376];
622;[10, 169];[3, 25];[10, 239];[12, 536];[16, 408];[8, 93];[5, 99];[5, 260];[12, 236];[1, 7];[3, 32];[5, 74];[4, 58];[5, 56];[3, 50];[1, 4];[6, 88];[3, 36];[8, 292];[16, 285];[7, 147];[5, 124];[12, 145];[3, 67];[10, 376];
623;[9, 156];[3, 25];[10, 239];[12, 536];[16, 408];[8, 143];[5, 36];[5, 260];[12, 236];[1, 7];[3, 32];[5, 99];[4, 58];[5, 56];[3, 26];[1, 6];[6, 88];[3, 156];[8, 292];[16, 285];[6, 108];[5, 99];[13, 225];[3, 67];[10, 275];
624;[9, 156];[3, 25];[11, 259];[12, 536];[16, 408];[8, 143];[5, 36];[5, 260];[12, 236];[1, 1];[3, 49];[5, 100];[3, 53];[5, 56];[3, 26];[1, 6];[6, 88];[3, 142];[8, 265];[16, 285];[6, 108];[5, 131];[13, 225];[3, 137];[10, 275];
625;[9, 156];[3, 77];[11, 259];[12, 537];[16, 386];[8, 129];[5, 36];[5, 260];[12, 236];[1, 1];[3, 49];[5, 90];[2, 10];[5, 56];[3, 49];[1, 7];[6, 88];[3, 142];[8, 265];[15, 212];[6, 108];[5, 131];[13, 225];[3, 137];[10, 275];
626;[9, 156];[3, 77];[11, 259];[12, 398];[16, 386];[8, 129];[5, 36];[5, 260];[12, 236];[2, 138];[3, 49];[5, 90];[1, 42];[5, 56];[3, 60];[1, 22];[6, 108];[3, 142];[9, 278];[15, 212];[6, 108];[5, 131];[14, 341];[3, 137];[10, 280];
627;[9, 156];[3, 77];[11, 252];[12, 398];[16, 386];[9, 144];[5, 36];[5, 260];[12, 236];[1, 77];[3, 80];[5, 90];[1, 22];[5, 56];[3, 60];[1, 93];[6, 108];[3, 142];[9, 278];[16, 176];[5, 92];[5, 119];[14, 341];[3, 137];[10, 280];
628;[9, 187];[3, 77];[11, 252];[11, 432];[16, 552];[9, 144];[5, 36];[5, 260];[12, 267];[1, 2];[3, 80];[5, 90];[1, 22];[5, 56];[3, 60];[1, 5];[6, 108];[3, 142];[9, 131];[16, 176];[5, 134];[5, 119];[14, 341];[3, 173];[10, 280];
629;[9, 187];[3, 36];[11, 252];[11, 432];[16, 503];[9, 144];[5, 36];[5, 260];[11, 233];[1, 6];[3, 80];[5, 90];[1, 22];[5, 56];[3, 26];[1, 5];[7, 139];[3, 151];[9, 132];[16, 176];[5, 134];[5, 119];[14, 341];[3, 173];[9, 366];
630;[9, 187];[3, 36];[12, 277];[11, 432];[16, 513];[9, 144];[5, 36];[4, 312];[11, 233];[1, 6];[3, 80];[6, 135];[1, 22];[5, 159];[3, 26];[1, 5];[7, 139];[3, 120];[10, 193];[16, 176];[5, 134];[4, 53];[14, 482];[3, 15];[9, 366];
