[25, 0.8, 0.1, [1, 3]]
0;[3, 115];[3, 134];[3, 46];[101, 3040];[3, 52];[3, 52];[3, 16];[3, 96];[3, 62];[3, 48];[3, 231];[3, 129];[3, 46];[3, 212];[3, 104];[3, 23];[3, 103];[129, 3882];[3, 147];[3, 284];[3, 223];[3, 51];[3, 188];[3, 39];[3, 55];
312;[2128, 33130];[1706, 29159];[3070, 40854];[2560, 36287];[2327, 33884];[3480, 43705];[1989, 31042];[2290, 33618];[2671, 37478];[2137, 34165];[2554, 35589];[3048, 39883];[2164, 32457];[1907, 30829];[2858, 40540];[3318, 41618];[2998, 41285];[2368, 34237];[1373, 26558];[1797, 29275];[1492, 27334];[2749, 38172];[2145, 33353];[2879, 40070];[2492, 36018];
313;[2128, 33129];[1706, 29159];[3070, 40854];[2560, 36287];[2327, 33883];[3480, 43705];[1989, 31042];[2290, 33608];[2671, 37478];[2137, 34183];[2554, 35584];[3048, 39883];[2164, 32457];[1907, 30827];[2858, 40540];[3318, 41635];[3062, 41734];[2368, 34250];[1373, 26558];[1797, 29230];[1492, 27334];[2884, 39136];[2145, 33353];[2879, 40086];[2492, 36018];
314;[2128, 33129];[1706, 29159];[3070, 40854];[2680, 37042];[2327, 33826];[3480, 43705];[1989, 31042];[2290, 33608];[2671, 37494];[2137, 34191];[2554, 35583];[3048, 39883];[2164, 32457];[1907, 30827];[2858, 40552];[3318, 41639];[3062, 41723];[2368, 34242];[1373, 26599];[1797, 29261];[1492, 27172];[2884, 39191];[2145, 33353];[2879, 40086];[2492, 36016];
315;[2128, 33129];[1706, 29451];[3070, 40854];[2680, 37066];[2327, 33826];[3480, 43705];[1989, 31042];[2290, 33608];[2671, 37312];[2137, 34191];[2554, 35557];[3048, 39863];[2164, 32457];[1907, 30827];[2858, 40552];[3318, 41660];[3062, 41707];[2368, 34242];[1373, 26605];[1887, 30031];[1492, 27179];[2884, 39191];[2145, 33368];[2879, 40092];[2492, 36016];
316;[2128, 33107];[1706, 29458];[3070, 40854];[2680, 37065];[2327, 33826];[3480, 43705];[1989, 31042];[2290, 33619];[2671, 37295];[2249, 35236];[2554, 35557];[3048, 39852];[2164, 32431];[1907, 30830];[2858, 40552];[3318, 41660];[3203, 42811];[2368, 34242];[1373, 26605];[1887, 30031];[1492, 27179];[2884, 39191];[2145, 33371];[2879, 40114];[2492, 36016];
317;[2128, 33107];[1706, 29466];[3192, 41867];[2680, 37065];[2327, 33883];[3480, 43705];[1989, 31042];[2290, 33619];[2671, 37295];[2249, 35275];[2554, 35557];[3048, 39826];[2164, 32443];[1907, 30830];[2858, 40608];[3318, 41664];[3203, 42793];[2368, 34242];[1474, 27722];[1887, 30031];[1492, 27058];[2884, 39191];[2145, 33371];[2879, 40114];[2492, 36041];
318;[2128, 33393];[1706, 29469];[3192, 41865];[2680, 37065];[2327, 33883];[3480, 43683];[2083, 31739];[2290, 33619];[2671, 37295];[2249, 35275];[2554, 35557];[3048, 39616];[2164, 32438];[1907, 30823];[2858, 40608];[3318, 41708];[3203, 42793];[2368, 34242];[1474, 27722];[1887, 30031];[1492, 27048];[2884, 39191];[2145, 33377];[2879, 40114];[2492, 36041];
319;[2128, 33391];[1706, 29470];[3192, 41865];[2680, 37065];[2327, 33883];[3480, 43676];[2083, 31737];[2290, 33639];[2789, 38071];[2249, 35275];[2554, 35560];[3048, 39579];[2164, 32438];[1907, 30823];[2963, 41473];[3318, 41708];[3203, 42793];[2368, 34241];[1474, 27728];[1887, 30031];[1492, 27048];[2884, 39191];[2145, 33374];[2980, 40665];[2492, 36041];
320;[2128, 33391];[1706, 29445];[3192, 41876];[2680, 37065];[2327, 33905];[3480, 43676];[2083, 31737];[2412, 34664];[2789, 38071];[2249, 35281];[2554, 35563];[3048, 39579];[2164, 32438];[1907, 30823];[2963, 41470];[3446, 42298];[3203, 42793];[2368, 34241];[1474, 27728];[1887, 30031];[1492, 27005];[2884, 39172];[2145, 33374];[2980, 40665];[2492, 36040];
321;[2128, 33391];[1706, 29452];[3192, 41876];[2680, 37065];[2327, 33905];[3480, 43685];[2083, 31737];[2412, 34670];[2925, 38772];[2249, 35273];[2554, 35563];[3048, 39549];[2164, 32438];[1907, 30823];[2963, 41470];[3446, 42298];[3203, 42793];[2368, 34241];[1544, 28652];[1887, 30031];[1632, 28501];[2884, 39163];[2145, 33374];[3086, 41467];[2492, 36020];
322;[2128, 33384];[1706, 29511];[3192, 41840];[2680, 37062];[2327, 33905];[3480, 43649];[2083, 31737];[2412, 34668];[2925, 38772];[2249, 35276];[2554, 35561];[3048, 39545];[2164, 32438];[1907, 30851];[2963, 41470];[3446, 42298];[3203, 42800];[2368, 34232];[1544, 28484];[1887, 30031];[1632, 28501];[2884, 39163];[2145, 33374];[3086, 41482];[2492, 36020];
323;[2128, 33384];[1706, 29492];[3192, 41843];[2680, 37062];[2327, 33905];[3480, 43663];[2083, 31737];[2412, 34668];[2925, 38818];[2320, 35835];[2554, 35561];[3048, 39545];[2164, 32438];[1907, 30855];[2963, 41470];[3446, 42296];[3203, 42800];[2368, 34232];[1544, 28461];[1887, 30031];[1632, 28500];[3012, 39880];[2145, 33330];[3086, 41482];[2567, 36438];
324;[2128, 33354];[1706, 29602];[3192, 41843];[2680, 37141];[2327, 33909];[3480, 43655];[2083, 31737];[2412, 34668];[2925, 38818];[2320, 35795];[2655, 36220];[3048, 39564];[2164, 32439];[1907, 30813];[2963, 41470];[3446, 42296];[3203, 42800];[2368, 34232];[1544, 28478];[1887, 30031];[1632, 28492];[3012, 39880];[2145, 33310];[3086, 41433];[2567, 36356];
325;[2128, 33309];[1706, 29560];[3192, 41843];[2680, 37141];[2327, 33909];[3536, 44233];[2083, 31737];[2412, 34668];[2925, 38811];[2320, 35774];[2655, 36220];[3048, 39564];[2264, 33283];[1907, 30826];[2963, 41480];[3572, 43152];[3203, 42780];[2368, 34232];[1544, 28482];[1887, 30031];[1632, 28492];[3012, 39915];[2145, 33310];[3086, 41457];[2567, 36356];
326;[2128, 33309];[1706, 29560];[3313, 42525];[2680, 37140];[2327, 33909];[3604, 44715];[2083, 31737];[2412, 34690];[2925, 38805];[2448, 36509];[2655, 36158];[3048, 39564];[2264, 33283];[1907, 30828];[2963, 41480];[3572, 43154];[3203, 42780];[2499, 35306];[1544, 28434];[1887, 30033];[1632, 28492];[3012, 39915];[2145, 33310];[3086, 41457];[2567, 36356];
327;[2128, 33310];[1706, 29560];[3313, 42522];[2680, 37141];[2327, 33944];[3604, 44707];[2083, 31737];[2412, 34676];[3065, 39595];[2448, 36524];[2655, 36151];[3048, 39560];[2264, 33283];[1907, 30828];[2963, 41480];[3572, 43154];[3203, 42780];[2499, 35306];[1608, 28979];[1887, 30033];[1632, 28491];[3012, 39915];[2145, 33323];[3086, 41457];[2567, 36356];
328;[2225, 33910];[1706, 29560];[3313, 42536];[2680, 37141];[2327, 33933];[3604, 44707];[2083, 31737];[2412, 34668];[3065, 39583];[2448, 36564];[2655, 36161];[3048, 39560];[2264, 33283];[1907, 30828];[2963, 41480];[3572, 43154];[3203, 42780];[2620, 36426];[1608, 28979];[1887, 30033];[1632, 28516];[3012, 39915];[2145, 33322];[3086, 41457];[2567, 36316];
329;[2225, 33910];[1706, 29568];[3313, 42530];[2680, 37141];[2327, 33933];[3604, 44707];[2083, 31737];[2502, 35506];[3065, 39583];[2448, 36578];[2655, 36161];[3048, 39513];[2264, 33230];[1907, 30738];[2963, 41488];[3572, 43154];[3203, 42780];[2620, 36426];[1608, 29098];[1887, 30043];[1632, 28516];[3012, 39915];[2145, 33322];[3086, 41457];[2567, 36312];
330;[2225, 33909];[1706, 29568];[3313, 42530];[2680, 37141];[2327, 33909];[3717, 45126];[2083, 31737];[2502, 35506];[3065, 39583];[2448, 36578];[2655, 36161];[3048, 39513];[2264, 33230];[1907, 30738];[2963, 41488];[3572, 43154];[3203, 42792];[2620, 36422];[1608, 29150];[1887, 30025];[1632, 28516];[3012, 39915];[2145, 33324];[3086, 41463];[2616, 36683];
331;[2225, 33909];[1706, 29559];[3313, 42530];[2680, 37130];[2327, 33931];[3717, 45126];[2083, 31737];[2502, 35506];[3065, 39583];[2448, 36616];[2655, 36170];[3048, 39519];[2264, 33226];[2031, 32166];[2963, 41484];[3572, 43154];[3203, 42792];[2620, 36420];[1608, 29143];[1887, 30025];[1632, 28516];[3012, 39915];[2145, 33324];[3086, 41437];[2616, 36681];
332;[2225, 33909];[1706, 29573];[3313, 42525];[2680, 37130];[2327, 33931];[3717, 45107];[2083, 32363];[2502, 35523];[3206, 40414];[2506, 36958];[2655, 36170];[3048, 39519];[2264, 33226];[2031, 32166];[2963, 41480];[3572, 43154];[3203, 42792];[2620, 36400];[1668, 29011];[1887, 30025];[1632, 28516];[3012, 39951];[2145, 33324];[3086, 41437];[2616, 36681];
333;[2225, 33935];[1706, 29573];[3313, 42501];[2680, 37130];[2327, 33948];[3717, 45109];[2172, 33003];[2502, 35523];[3206, 40413];[2506, 36960];[2655, 36170];[3048, 39519];[2264, 33226];[2031, 32180];[2963, 41458];[3572, 43139];[3203, 42792];[2620, 36400];[1668, 29011];[1887, 30025];[1632, 28528];[3012, 39951];[2197, 33932];[3086, 41437];[2696, 37287];
334;[2225, 33930];[1706, 29619];[3313, 42504];[2680, 37130];[2327, 33948];[3774, 45339];[2172, 33001];[2502, 35520];[3206, 40413];[2506, 36886];[2655, 36209];[3048, 39519];[2264, 33226];[2031, 32180];[2963, 41463];[3572, 43143];[3203, 42792];[2620, 36400];[1668, 29011];[1887, 30025];[1632, 28528];[3145, 40854];[2197, 33886];[3086, 41437];[2696, 37287];
335;[2225, 33930];[1706, 29621];[3440, 43155];[2680, 37130];[2327, 33948];[3774, 45339];[2172, 32999];[2502, 35494];[3206, 40413];[2506, 36877];[2655, 36207];[3048, 39519];[2264, 33226];[2031, 32193];[2963, 41463];[3572, 43148];[3203, 42792];[2620, 36400];[1668, 29011];[1887, 30025];[1632, 28528];[3145, 40854];[2197, 33886];[3205, 42059];[2696, 37287];
336;[2225, 33930];[1706, 29621];[3565, 43590];[2680, 37130];[2327, 33948];[3774, 45339];[2172, 32985];[2502, 35494];[3206, 40403];[2506, 36920];[2655, 36207];[3048, 39522];[2391, 34339];[2031, 32193];[2963, 41463];[3572, 43130];[3203, 42821];[2620, 36400];[1668, 29011];[1887, 30045];[1632, 28487];[3145, 40852];[2197, 33879];[3205, 42059];[2696, 37287];
337;[2225, 33945];[1706, 29621];[3565, 43590];[2680, 37135];[2327, 33944];[3774, 45339];[2172, 32985];[2502, 35497];[3206, 40408];[2506, 36910];[2655, 36207];[3048, 39522];[2391, 34339];[2031, 32159];[2963, 41450];[3572, 43129];[3324, 43375];[2620, 36385];[1668, 29011];[1887, 30045];[1632, 28497];[3145, 40869];[2197, 33879];[3205, 42059];[2696, 37287];
338;[2225, 33945];[1706, 29587];[3565, 43590];[2680, 37137];[2327, 33944];[3774, 45339];[2172, 32985];[2502, 35492];[3259, 40632];[2506, 36910];[2655, 36207];[3048, 39523];[2391, 34339];[2031, 32159];[2963, 41445];[3572, 43129];[3324, 43380];[2620, 36406];[1668, 29011];[1887, 30047];[1632, 28497];[3145, 40869];[2301, 34632];[3205, 42060];[2696, 37317];
339;[2225, 33943];[1706, 29586];[3565, 43590];[2680, 37137];[2327, 33944];[3839, 45671];[2172, 32985];[2591, 35923];[3259, 40625];[2506, 36940];[2655, 36207];[3048, 39523];[2391, 34339];[2031, 32166];[2963, 41445];[3572, 43129];[3324, 43380];[2620, 36379];[1734, 29668];[1887, 30047];[1632, 28497];[3145, 40839];[2301, 34632];[3205, 42060];[2696, 37320];
340;[2225, 33939];[1706, 29586];[3565, 43585];[2680, 37140];[2327, 33968];[3839, 45671];[2172, 33044];[2591, 35923];[3259, 40625];[2506, 36928];[2655, 36207];[3048, 39523];[2391, 34339];[2031, 32182];[2963, 41446];[3572, 43129];[3324, 43370];[2620, 36393];[1734, 29668];[1887, 30047];[1632, 28497];[3267, 41530];[2301, 34643];[3205, 42060];[2696, 37312];
341;[2225, 33943];[1706, 29586];[3565, 43585];[2680, 37140];[2327, 33968];[3839, 45642];[2172, 33044];[2591, 35907];[3259, 40625];[2506, 36930];[2655, 36217];[3048, 39523];[2391, 34272];[2031, 32182];[2963, 41446];[3572, 43129];[3324, 43366];[2620, 36385];[1734, 29668];[1887, 30047];[1632, 28524];[3403, 42315];[2301, 34643];[3205, 42060];[2696, 37331];
342;[2225, 33224];[1706, 29586];[3565, 43585];[2680, 37140];[2327, 34021];[3839, 45642];[2172, 33015];[2591, 35907];[3259, 40622];[2506, 36930];[2655, 36211];[3048, 39523];[2391, 34272];[2031, 32850];[2963, 41446];[3572, 43131];[3324, 43378];[2620, 36385];[1734, 29627];[1887, 30047];[1632, 28535];[3403, 42315];[2301, 34641];[3205, 42060];[2696, 37318];
343;[2309, 33789];[1764, 30406];[3565, 43585];[2680, 37143];[2327, 34016];[3839, 45642];[2172, 33015];[2591, 35907];[3259, 40631];[2506, 36933];[2655, 36198];[3048, 39538];[2391, 34272];[2031, 32846];[2963, 41446];[3572, 43131];[3324, 43378];[2702, 36808];[1734, 29610];[1887, 30047];[1632, 28535];[3403, 42325];[2301, 34641];[3205, 42025];[2696, 37326];
344;[2309, 33788];[1764, 30406];[3565, 43585];[2680, 37134];[2379, 34404];[3839, 45642];[2172, 33018];[2591, 35895];[3259, 40631];[2616, 37852];[2655, 36198];[3048, 39538];[2391, 34283];[2031, 32846];[2963, 41446];[3572, 43131];[3324, 43384];[2702, 36816];[1734, 29631];[1887, 30037];[1632, 28539];[3403, 42356];[2301, 34641];[3205, 42015];[2696, 37326];
345;[2309, 33788];[1899, 31779];[3565, 43559];[2680, 37130];[2379, 34404];[3839, 45642];[2281, 33964];[2591, 35895];[3339, 41205];[2616, 37852];[2655, 36199];[3048, 39538];[2391, 34283];[2031, 32846];[3096, 42076];[3711, 43750];[3324, 43383];[2702, 36816];[1734, 29656];[1887, 30036];[1632, 28539];[3461, 42656];[2368, 35122];[3205, 42015];[2696, 37326];
346;[2309, 33843];[1899, 31779];[3565, 43563];[2680, 37130];[2379, 34404];[3961, 46267];[2281, 33964];[2591, 35895];[3429, 41674];[2616, 37833];[2655, 36192];[3048, 39542];[2391, 34288];[2031, 32846];[3096, 42076];[3711, 43750];[3324, 43383];[2702, 36816];[1734, 29716];[1887, 30030];[1632, 28523];[3461, 42656];[2368, 35155];[3205, 42015];[2696, 37326];
347;[2309, 33843];[1899, 31779];[3565, 43554];[2680, 37130];[2379, 34242];[3961, 46267];[2281, 34160];[2591, 35895];[3429, 41674];[2616, 37833];[2655, 36192];[3048, 39542];[2391, 34291];[2031, 32846];[3096, 42063];[3711, 43741];[3324, 43383];[2702, 36818];[1734, 29723];[1887, 30030];[1632, 28523];[3461, 42655];[2368, 35152];[3205, 42000];[2696, 37334];
348;[2309, 33849];[1899, 31779];[3565, 43554];[2680, 37130];[2379, 34242];[3961, 46267];[2281, 34160];[2591, 35880];[3429, 41660];[2616, 37833];[2655, 36195];[3048, 39542];[2391, 34280];[2031, 32843];[3096, 42063];[3711, 43745];[3500, 44290];[2702, 36819];[1734, 29723];[1887, 30030];[1632, 28529];[3461, 42655];[2368, 35152];[3205, 42000];[2696, 37356];
349;[2309, 33851];[1899, 31782];[3565, 43931];[2680, 37130];[2512, 35167];[3961, 46267];[2281, 34160];[2591, 35876];[3429, 41660];[2616, 37833];[2655, 36195];[3048, 39542];[2391, 34280];[2031, 32843];[3096, 42118];[3711, 43397];[3500, 44269];[2702, 36819];[1734, 29746];[1887, 30030];[1632, 28537];[3461, 42655];[2368, 35125];[3205, 41996];[2696, 37356];
350;[2309, 33851];[1899, 31782];[3565, 43931];[2680, 37119];[2512, 35159];[3961, 46274];[2281, 34147];[2591, 35878];[3429, 41660];[2616, 37829];[2655, 36187];[3048, 39542];[2391, 34280];[2031, 32843];[3096, 42118];[3711, 43397];[3500, 44276];[2702, 36819];[1734, 29746];[1887, 30029];[1632, 28537];[3461, 42649];[2368, 35130];[3205, 41996];[2696, 37361];
351;[2309, 33851];[1899, 31782];[3565, 43938];[2680, 37119];[2512, 35159];[3961, 46270];[2357, 34764];[2591, 35878];[3429, 41660];[2680, 38234];[2655, 36187];[3048, 39542];[2391, 34280];[2031, 32871];[3096, 42118];[3711, 43419];[3500, 44276];[2702, 36819];[1734, 29746];[1887, 30029];[1632, 28537];[3461, 42649];[2368, 35108];[3205, 41996];[2696, 37361];
352;[2451, 35226];[1899, 31778];[3565, 43938];[2680, 37119];[2565, 35585];[3961, 46269];[2357, 34764];[2591, 35878];[3429, 41660];[2680, 38232];[2655, 36187];[3137, 40078];[2464, 34751];[2031, 32871];[3096, 42097];[3711, 43417];[3500, 44276];[2702, 36781];[1734, 29759];[1887, 30035];[1632, 28540];[3461, 42649];[2368, 35108];[3205, 41996];[2696, 37361];
353;[2451, 35226];[1899, 31778];[3565, 43938];[2680, 37119];[2565, 35590];[4077, 47186];[2357, 34764];[2591, 35881];[3429, 41660];[2680, 38230];[2655, 36192];[3137, 40080];[2514, 35120];[2031, 32871];[3096, 42096];[3711, 43417];[3500, 44276];[2702, 36781];[1734, 29779];[1887, 30035];[1632, 28503];[3461, 42669];[2368, 35131];[3205, 41973];[2696, 37361];
354;[2451, 35226];[1899, 31778];[3565, 43928];[2680, 37109];[2565, 35590];[4139, 47424];[2453, 35738];[2721, 36978];[3529, 42644];[2680, 38227];[2708, 36502];[3137, 40059];[2514, 35118];[2031, 32859];[3096, 42096];[3711, 43417];[3500, 44276];[2783, 37311];[1734, 29779];[1887, 29977];[1632, 28503];[3461, 42669];[2368, 35131];[3205, 41973];[2696, 37361];
355;[2451, 35226];[1899, 31778];[3565, 43928];[2680, 37109];[2565, 35597];[4139, 47435];[2453, 35738];[2721, 36978];[3529, 42644];[2680, 38235];[2708, 36502];[3203, 40623];[2514, 35085];[2031, 32881];[3096, 42097];[3711, 43420];[3500, 44267];[2783, 37311];[1734, 29782];[1887, 29977];[1632, 28490];[3461, 42669];[2368, 35131];[3205, 41973];[2863, 38449];
356;[2451, 35226];[1899, 31778];[3565, 43928];[2680, 37101];[2565, 35597];[4139, 47443];[2453, 35734];[2721, 36966];[3529, 42595];[2680, 38235];[2708, 36502];[3203, 40623];[2658, 36202];[2031, 32880];[3096, 42097];[3711, 43420];[3500, 44271];[2783, 37292];[1734, 29799];[1887, 29977];[1632, 28492];[3461, 42669];[2368, 35131];[3292, 42359];[2863, 38449];
357;[2451, 35194];[1899, 31778];[3565, 43928];[2680, 37101];[2565, 35597];[4139, 47433];[2453, 35734];[2721, 36956];[3529, 42597];[2680, 38292];[2708, 36614];[3203, 40623];[2658, 36202];[2031, 32880];[3096, 42097];[3711, 43420];[3500, 44268];[2783, 37292];[1734, 29799];[1887, 29979];[1632, 28492];[3461, 42652];[2368, 35131];[3292, 42359];[2863, 38449];
358;[2451, 35295];[1899, 31682];[3565, 43928];[2680, 37108];[2565, 35597];[4139, 47430];[2453, 35734];[2721, 36849];[3529, 42604];[2680, 38292];[2708, 36614];[3203, 40627];[2658, 36244];[2031, 32880];[3096, 42097];[3854, 44282];[3500, 44260];[2783, 37292];[1734, 29799];[1887, 29979];[1632, 28492];[3461, 42624];[2368, 35131];[3292, 42348];[2863, 38449];
359;[2451, 35291];[1899, 31764];[3649, 44384];[2680, 37009];[2565, 35597];[4139, 47430];[2453, 35734];[2721, 36863];[3529, 42605];[2769, 38898];[2708, 36614];[3203, 40632];[2658, 36244];[2031, 32880];[3096, 42097];[3854, 44282];[3500, 44267];[2902, 38310];[1734, 29799];[1887, 29975];[1632, 28492];[3461, 42624];[2368, 35131];[3292, 42348];[2863, 38449];
360;[2451, 35291];[1899, 31764];[3649, 44374];[2680, 37014];[2565, 35597];[4139, 47446];[2453, 35734];[2721, 36867];[3591, 42980];[2868, 39581];[2708, 36614];[3203, 40632];[2658, 36244];[2031, 32880];[3096, 42106];[3854, 44296];[3500, 44267];[2902, 38313];[1734, 29805];[1887, 29975];[1632, 28492];[3461, 42654];[2368, 35111];[3292, 42348];[2863, 38476];
361;[2451, 35291];[1899, 31759];[3649, 44391];[2680, 37014];[2565, 35597];[4139, 47446];[2453, 35734];[2844, 37691];[3655, 43333];[2868, 39581];[2708, 36613];[3203, 40632];[2744, 36827];[2031, 32880];[3213, 42643];[3854, 44296];[3500, 44267];[2902, 38235];[1878, 31075];[1887, 29975];[1632, 28407];[3461, 42663];[2368, 35111];[3292, 42370];[2863, 38477];
362;[2451, 35291];[1899, 31759];[3649, 44391];[2680, 37013];[2565, 35597];[4139, 47446];[2453, 35734];[2844, 37691];[3655, 43338];[2868, 39579];[2708, 36613];[3203, 40625];[2744, 36827];[2031, 32880];[3213, 42612];[3958, 44870];[3500, 44259];[3039, 40624];[2015, 32169];[1887, 29975];[1632, 28416];[3461, 42656];[2368, 35101];[3292, 42365];[2949, 39037];
363;[2451, 35299];[1899, 31756];[3649, 44391];[2680, 37047];[2565, 35597];[4139, 47446];[2453, 35700];[2844, 37691];[3708, 43582];[2868, 39579];[2708, 36613];[3203, 40625];[2744, 36827];[2031, 32880];[3213, 42599];[3958, 44870];[3500, 44277];[3039, 40624];[2015, 32169];[1887, 29938];[1632, 28412];[3461, 42656];[2368, 35093];[3292, 42365];[2949, 39037];
364;[2451, 35299];[1899, 31754];[3649, 44387];[2680, 37047];[2565, 35601];[4139, 47447];[2453, 35719];[2844, 37691];[3708, 43582];[2925, 40019];[2708, 36625];[3203, 40625];[2807, 37327];[2031, 32893];[3213, 42598];[3958, 44870];[3500, 44277];[3039, 40624];[2015, 32169];[1887, 29938];[1632, 28428];[3461, 42656];[2368, 35093];[3292, 42365];[2949, 39033];
365;[2451, 35299];[1899, 31754];[3649, 44387];[2733, 37574];[2565, 35601];[4139, 47459];[2453, 35719];[2844, 37633];[3708, 43582];[2925, 40029];[2781, 37033];[3203, 40625];[2807, 37327];[2031, 32856];[3213, 42598];[3958, 44868];[3606, 45077];[3039, 40624];[2015, 32228];[1887, 29997];[1632, 28404];[3461, 42656];[2368, 35093];[3292, 42365];[2949, 39033];
366;[2451, 35300];[1994, 32475];[3649, 44365];[2733, 37574];[2565, 35599];[4139, 47459];[2453, 35711];[2844, 37658];[3708, 43580];[2925, 40030];[2781, 37018];[3203, 40625];[2807, 37327];[2031, 32856];[3213, 42609];[3958, 44868];[3606, 45077];[3039, 40624];[2015, 32227];[1887, 29997];[1632, 28406];[3461, 42656];[2368, 35093];[3292, 42365];[2949, 39033];
367;[2451, 35300];[1994, 32475];[3775, 45346];[2733, 37568];[2565, 35599];[4139, 47459];[2453, 35720];[2844, 37658];[3708, 43580];[2925, 40027];[2781, 37018];[3203, 40625];[2807, 37327];[2031, 32856];[3213, 42618];[3958, 44868];[3606, 45060];[3039, 40624];[2015, 32227];[1887, 29958];[1632, 28452];[3461, 42657];[2368, 35093];[3292, 42366];[3092, 39835];
368;[2529, 35869];[1994, 32475];[3841, 45735];[2733, 37568];[2565, 35599];[4139, 47445];[2539, 36569];[2844, 37658];[3708, 43580];[2925, 40027];[2878, 37560];[3203, 40625];[2807, 37337];[2031, 32870];[3213, 42618];[3958, 44868];[3606, 45060];[3139, 41300];[2015, 32227];[1887, 29918];[1632, 28471];[3461, 42657];[2368, 35098];[3292, 42365];[3092, 39835];
369;[2529, 35875];[1994, 32475];[3841, 45735];[2733, 37574];[2565, 35625];[4139, 47445];[2539, 36507];[2844, 37660];[3708, 43580];[2991, 40442];[2878, 37571];[3203, 40632];[2807, 37312];[2031, 32870];[3213, 42618];[3958, 44864];[3606, 45060];[3139, 41300];[2015, 32227];[1887, 29927];[1632, 28434];[3461, 42657];[2368, 35077];[3292, 42365];[3092, 39835];
370;[2529, 35875];[1994, 32475];[3841, 45735];[2733, 37574];[2565, 35625];[4139, 47445];[2539, 36508];[2844, 37661];[3708, 43575];[2991, 40442];[2878, 37572];[3203, 40632];[2807, 37303];[2031, 32870];[3213, 42636];[3958, 44864];[3606, 45060];[3139, 41317];[2015, 32227];[1887, 29927];[1632, 28434];[3461, 42657];[2368, 35077];[3617, 44198];[3092, 39835];
371;[2529, 35875];[1994, 32475];[3841, 45735];[2733, 37561];[2565, 35625];[4139, 47437];[2539, 36515];[2844, 37661];[3708, 43581];[2991, 40424];[2878, 37572];[3203, 40635];[2934, 38366];[2031, 32870];[3213, 42636];[3958, 44784];[3606, 45054];[3139, 41308];[2015, 32227];[1887, 29927];[1632, 28435];[3461, 42676];[2368, 35077];[3617, 44193];[3092, 39878];
372;[2529, 35875];[1994, 32475];[3841, 45724];[2733, 37561];[2565, 35625];[4139, 47437];[2539, 36515];[2844, 37661];[3708, 43581];[2991, 40425];[2878, 37604];[3203, 40635];[2934, 38874];[2031, 32872];[3301, 43185];[3958, 44784];[3606, 44724];[3139, 41250];[2015, 32226];[1887, 29927];[1632, 28435];[3461, 42676];[2419, 35448];[3617, 44197];[3092, 39875];
373;[2529, 35785];[1994, 32444];[3841, 45724];[2733, 37561];[2565, 35656];[4139, 47437];[2539, 36520];[2844, 37661];[3708, 43581];[2991, 40425];[2878, 37604];[3203, 40635];[2934, 38874];[2031, 32861];[3301, 43185];[3958, 44784];[3606, 44724];[3139, 41271];[2015, 32226];[1941, 30482];[1632, 28435];[3461, 42656];[2419, 35448];[3617, 44197];[3160, 40415];
374;[2628, 36415];[1994, 32444];[3841, 45724];[2733, 37561];[2565, 35656];[4139, 47437];[2539, 36520];[2844, 37661];[3708, 43581];[2991, 40430];[2878, 37604];[3203, 40608];[3052, 40319];[2090, 33322];[3301, 43182];[3958, 44769];[3606, 44724];[3139, 41271];[2015, 32226];[1941, 30466];[1632, 28498];[3461, 42655];[2419, 35448];[3617, 44197];[3160, 40397];
375;[2628, 36414];[1994, 32444];[3841, 45724];[2733, 37561];[2565, 35656];[4139, 47437];[2539, 36520];[2844, 37661];[3708, 43581];[3090, 41206];[2878, 37602];[3203, 40614];[3148, 41186];[2090, 33322];[3301, 43182];[3958, 44769];[3606, 44637];[3139, 41271];[2015, 32226];[1941, 30444];[1632, 28564];[3461, 42653];[2419, 35448];[3617, 44197];[3160, 40392];
376;[2628, 36438];[1994, 32444];[3841, 45708];[2733, 37551];[2565, 35683];[4139, 47437];[2539, 36506];[2924, 38072];[3708, 43587];[3090, 41206];[2878, 37673];[3203, 40614];[3148, 41186];[2090, 33322];[3301, 43182];[3958, 44730];[3606, 44637];[3139, 41271];[2015, 32226];[1941, 30492];[1632, 28564];[3461, 42657];[2419, 35448];[3617, 44194];[3160, 40392];
377;[2628, 36438];[1994, 32407];[3841, 45708];[2733, 37553];[2565, 35683];[4277, 48035];[2539, 36464];[2924, 38072];[3708, 43587];[3090, 41230];[2878, 37693];[3203, 40668];[3148, 41186];[2090, 33330];[3301, 43182];[4093, 45191];[3606, 44634];[3139, 41271];[2015, 32217];[1941, 30517];[1632, 28564];[3461, 42657];[2419, 35527];[3617, 44153];[3160, 40392];
378;[2628, 36380];[1994, 32409];[3841, 45708];[2733, 37553];[2565, 35683];[4277, 48030];[2539, 36464];[2924, 38067];[3708, 43587];[3090, 41230];[2878, 37672];[3203, 40668];[3148, 41186];[2090, 33330];[3301, 43159];[4093, 45200];[3705, 45079];[3139, 41271];[2015, 32226];[1941, 30517];[1632, 28564];[3461, 42657];[2633, 36789];[3617, 44153];[3160, 40394];
379;[2628, 36369];[1994, 32409];[3841, 45708];[2733, 37553];[2705, 36683];[4277, 48030];[2539, 36464];[2924, 38053];[3708, 43587];[3090, 41253];[2878, 37650];[3203, 40668];[3148, 41186];[2090, 33330];[3301, 43159];[4093, 45200];[3705, 45079];[3139, 41271];[2015, 32226];[1941, 30517];[1632, 28564];[3461, 42657];[2633, 36985];[3617, 44153];[3160, 40394];
